author,author_cat
"Mitch Smith, Richard PÃƒÂ©rez-PeÃƒÂ±a and Adam Goldman",3177
Penny Starr,3514
Zach Schonbrun,4535
Stephen Castle,4096
Eric Lipton,1405
Jason Ditz,1947
Daniel J. Flynn,1064
"Daisuke Wakabayashi, Choe Sang-Hun and Vindu Goel",1025
Noah Remnick,3375
Max Fisher,2923
Ben Kew,588
BareNakedIslam,555
Sabrina Tavernise,3898
Jason Ditz,1947
Robert Rich,3819
Dr. Susan Berry,1271
Pam Key,3424
stevew,4796
Ralph Nader,3646
Michael Barbaro and Michael M. Grynbaum,2961
Thom Shanker,4266
Rick Gladstone,3763
Lauren McCauley,2565
Ildefonso Ortiz and Brandon Darby,1778
Daniel Victor,1077
Consortiumnews.com,980
Doug P.,1257
Katie McHugh,2423
Grant Stern,1634
Alex Ansary,200
Simon Romero and Vinod Sreeharsha,4039
Ã�ï¿½Ã�Â»Ã�Â»Ã�Â° Ã�â€˜Ã�ÂµÃ�Â»Ã‘Å’Ã�ÂºÃ�ÂµÃ�Â²Ã�Â¸Ã‘â€¡,4872
Kelen M,2446
Guest Post,1652
shorty,4781
Violater1,4429
Jared Taylor,1944
Jason Easley,1949
Mujib Mashal,3204
Amy Goodrich,330
Katherine Rodriguez,2412
"David Barstow, Susanne Craig, Russ Buettner and Megan Twohey",1118
Jeremy W. Peters,2024
Ian Hanchett,1759
Jason Easley,1949
Steve Sailer,4121
admin,4553
EdJenner,1291
wmw_admin,4840
DwellsInFire,1279
C. Mitchell Shaw,755
Jerome Hudson,2031
Jason Ditz,1947
Eric Odom,1430
Sarah D.,3933
Sarah Maslin Nir and Annie Correal,3938
Goddd (UID 72306068),1618
Sam J.,3914
Andrew Bradford,362
RT,3613
Neil Irwin,3261
Ariana,497
Activist Post,103
Nadia Prupis,3220
Joe Drape and Marc Tracy,2107
Jeff Poor,1979
admin,4553
Ben Marquis,589
Charlie Nash,852
Dr. Susan Berry,1271
Patrick Healy and Maggie Haberman,3462
IWB,1751
Joe Clark,2102
Virginia Hale,4431
Ian Hanchett,1759
Breitbart Tech,700
Seth Connell,3989
AWR Hawkins,84
The Saker,4251
Admin,143
RT Ã�Â½Ã�Â° Ã‘â‚¬Ã‘Æ’Ã‘ï¿½Ã‘ï¿½Ã�ÂºÃ�Â¾Ã�Â¼,3616
Bob Price,665
Michael S. Schmidt,3071
George Orwell,1577
Adam Shaw,136
Penny Starr,3514
V Saxena,4394
The Associated Press,4224
Ann Carrns,394
Julius Hubris,2338
John Hayward,2143
Matthew Boyle,2891
Daniel Nussbaum,1071
Seth Berkman,3988
Joel B. Pollak,2117
Alex Swoyer,213
Michael D. Shear,2984
Rob Walker,3784
Kantucky,2366
Fed Up,1474
Eddy Lavine,1292
Aaron Klein and Ali Waked,91
Sarah Jones,3934
Warner Todd Huston,4459
Activist Post,103
Nellie Bailey and Glen Ford,3269
wmw_admin,4840
Michael R. Gordon,3059
Carl Zimmer,791
UnReal Mama,4387
Frank Scott,1517
Jack Healy and Nicholas Fandos,1853
Sean Alfano,3972
John Hayward,2143
Joel B. Pollak,2117
Charlie Spiering,861
Trent Baker,4355
-NO AUTHOR-,42
Carl Zimmer,791
Charlie Nash,852
Liam Deacon,2605
RT,3613
Glenn Thrush,1605
Chris Buckley,878
Zach Cartwright,4534
The Independent,4237
Michelle Moons,3115
Matthew Haag,2900
Breitbart Jerusalem,694
Benjamin Hoffman,608
Ken Klukowski,2456
Cartel Chronicles,807
Trent Baker,4355
MessengerInTheLastDays,2955
TomÃƒÂ¡s Fuentes,4343
The Saker,4251
Breitbart TV,699
Michael J. de la Merced,3031
Eli Rosenberg and Nate Schweber,1320
Christopher D. Shea,916
Breitbart News,696
Max Fisher,2923
noreply@blogger.com (Alexander Light),4731
Yves Smith,4533
Geoffrey Grider,1571
James Gorman,1898
Kaitlyn Stegall,2363
admin,4553
Eric Zuesse.,1442
Katie Rogers,2425
Nelson D. Schwartz,3270
Pam Key,3424
AWR Hawkins,84
Anne Barnard,408
Lindsay Crouse,2623
Denise Grady,1199
Ryan Saavedra,3890
Edmondo Burr,1295
Breitbart Jerusalem,694
Azam Ahmed,537
Karen Workman and Sandra Stevenson,2384
Starkman,4086
Helene Cooper,1689
William Grimes,4494
Danny F. Quest,1090
Bob Waldrop,671
Guest,1650
stevew,4796
Editor,1293
Pam Key,3424
Ramzy Baroud,3649
Howard Portnoy,1732
noreply@blogger.com (Der Postillon),4732
Sean Adl-Tabatabai,3971
Patrick J. Buchanan,3469
Go Trump (UID 43400051),1616
Author,531
Allum Bokhari,285
Outis Philalithopoulos,3414
AWR Hawkins,84
Activist Post,103
Breitbart London,695
Michael Corkery and Stacy Cowley,2982
Fernanda Santos,1480
Luke Stranahan,2680
Annie Avery,421
Adpres Media - Adpres.net,145
Daisy Luther,1026
Pam Key,3424
Ted Snider,4203
Julius Hubris,2338
Nicholas St. Fleur,3315
John Leland,2158
Joel B. Pollak,2117
Charlie Spiering,861
Starkman,4086
Nicholas St. Fleur,3315
Breitbart Jerusalem,694
Mujib Mashal and Fahim Abed,3205
Tom Ciccotta,4332
The New York Times,4243
Madeline,2699
pcr3,4747
Les Neuhaus and Lizette Alvarez,2592
Sara Vallone,3931
Meridith Kohut and Nicholas Casey,2952
Nicholas St. Fleur,3315
Melissa Hoppert,2949
"Thomas D. Williams, Ph.D.",4270
David Stockman,1160
dailouk,4608
Kate Zernike and Patrick McGeehan,2406
EdJenner,1291
Brian X. Chen,718
Mike Benjamin,3128
Truth Broadcast Network,4368
Mike Smithy,3148
EdJenner,1291
Frank M. Wanderer PhD,1514
Breitbart Jerusalem,694
admin,4553
Waking Times,4447
Michael Corkery and Stacy Cowley,2982
David Tanis,1164
Activist Post,103
Warner Todd Huston,4459
dailouk,4608
Andrea Kannapell and Sandra Stevenson,357
Jennifer Steinhauer,2003
Dr. Susan Berry,1271
Esha Chhabra,1453
Breitbart News,696
Jason Ditz,1947
shorty,4781
Poke Staff,3573
wmw_admin,4840
Julie Hirschfeld Davis,2308
David Stockman,1160
Elaine Glusac,1310
John Hayward,2143
-NO AUTHOR-,42
Alan Blinder,158
James Poniewozik,1911
Nathaniel Popper and Michael Corkery,3247
James Delingpole,1893
Michael Cooper,2976
IWB,1751
Dr. Patrick Slattery,1267
King World News,2497
Karen Crouse,2372
Damon Winter,1036
Mac Slavo,2697
Jack Montgomery,1860
Dan Pringle,1051
Joel B. Pollak,2117
Starkman,4086
Bart Sibrel,564
Cartel Chronicles,807
Kim Velsey,2489
Mark Landler and Eric Lichtblau,2796
Aaron Klein,90
Pam Key,3424
Breitbart Jerusalem,694
Tim Brown,4303
Joe Drape,2106
Heather Callaghan,1685
Dylan Gwinn,1282
Daisy Luther,1026
Liz Spayd,2643
John Hayward,2143
Christopher Mele,923
"Matt Apuzzo, Adam Goldman, Michael S. Schmidt and William K. Rashbaum",2860
Edwin Mora,1302
The Doc,4229
Daily Bell Staff,1017
Dan Riehl,1052
Neil Munro,3267
Julie Hirschfeld Davis,2308
Ben Kew,588
Patrick Cleburne,3450
"Alison Smale, Gaia Pianigiani and Carlotta Gall",266
Tatiana Schlossberg,4198
Robert Davi,3791
voltairenet.org,4827
Alex Ansary,200
Andrea Kannapell and Sandra Stevenson,357
Osman Soysal,3412
Liam Stack,2606
Oliver JJ Lane,3398
Ron Stodghill,3850
Jon Pareles,2192
Matt Flegenheimer,2866
pcr3,4747
WakingTimes,4448
hatesec,4645
Nicole Higman,3344
Grant Stern,1634
Selwyn Duke,3979
Guest,1650
Pankaj Vaidya,3433
Admin - Orissa,144
Brenda Walker,701
Alan Feuer,170
Lucas Nolan,2672
The European Union Times,4232
Eric A. Taub,1391
Admin - Orissa,144
Trent Baker,4355
Dan Riehl,1052
Sen. Rand Paul (R-KY),3980
Adam Liptak,118
TASS,4178
Adam Nossiter and Elizabeth Paton,133
noreply@blogger.com (Alexander Light),4731
Jerome Hudson,2031
Ann Jones,397
Frank M. Wanderer PhD,1514
Starkman,4086
Katherine Rodriguez,2412
LN Buzz Team,2533
TNB Ã¢â‚¬â€œ PA,4184
Bob Price,665
Pam Key,3424
Fernando Costilla,1483
Sarah Maslin Nir and Al Baker,3937
Charlie Spiering,861
Christopher Mele,923
Graham Bowley and William K. Rashbaum,1632
Bob Price,665
Jay Baggett,1964
Admin,143
Matthew Schneier,2918
Ryan Andrews,3884
Emma G. Fitzsimmons,1373
Carrie MacDonald,806
V Saxena,4394
The Doc,4229
Hrafnkell Haraldsson,1734
Gary North,1552
Jacob Hornberger,1870
John Falkenberg,2139
AWR Hawkins,84
Penny Starr,3514
Tyler Durden,4376
-NO AUTHOR-,42
Sam Sifton,3918
Liam Stack,2606
Liz Spayd,2643
"Coral Davenport, Rachel Shorey, Maggie Haberman and Jennifer Steinhauer",987
Ryan Saavedra,3890
"Michael D. Shear, Helene Cooper and Jonathan Weisman",3011
ActivistPost,104
Mac Slavo,2697
Sausage Machine,3947
Jerome Hudson,2031
OK,3391
Jason Ditz,1947
Carl Hulse,787
Sean Moran,3976
Doug P.,1257
Steph Yin,4088
Dr. Susan Berry,1271
Eric Lichtblau and Matt Apuzzo,1398
Gillian,1594
Dan Bilefsky,1040
Karen Crouse,2372
Jonah Engel Bromwich,2199
Breitbart Tech,700
WashingtonsBlog,4462
Kayla Brandon,2440
Charlie Nash,852
The European Union Times,4232
Jerome Hudson,2031
Trent Baker,4355
-NO AUTHOR-,42
Red Ice,3674
Matthew Sison,2919
Mr. Wendal,3202
Katie McHugh,2423
Charlie Nash,852
Jonathan Kandell,2212
Ildefonso Ortiz,1777
admin,4553
Andrew Bradford,362
Brooks Barnes and Cara Buckley,730
Charlie Spiering,861
John Carney,2124
Sarah Lyall,3935
Glenn Thrush and Maggie Haberman,1608
Michael Paulson,3054
Charlie Nash,852
Sam Sifton,3918
Lucas Nolan,2672
Mark Landler,2793
Lance Schuttler,2542
Eddy Lavine,1292
Fed Up,1474
Javi Ramos,1959
Julia Symmes Cobb and Nicholas Casey,2296
Gillian,1594
Matthew Boyle,2891
Pam Key,3424
Michael D. Shear and Julie Hirschfeld Davis,2992
whatifs,4833
AndrÃƒÂ© du PÃƒÂ´le,384
Maggie Haberman,2702
Dan Hyman,1047
Yamiche Alcindor,4517
Richard Fausset and Yamiche Alcindor,3726
Danny Gold,1091
Liz Robbins and Annie Correal,2642
Colin Moynihan,962
Edmondo Burr,1295
Christopher D. Shea,916
b,4568
Valeriya Safronova,4401
Jeff Poor,1979
Jay Syrmopoulos,1968
Dennis Overbye,1205
Baxter Dmitry,567
Jeff Poor,1979
David Stockman,1160
"Helene Cooper, Matthew Rosenberg and Yamiche Alcindor",1694
Robert Gehl,3800
Breitbart News,696
Ben Kew,588
Julie Bosman,2301
Angel - NYC,390
Waking Times,4447
Amy Chozick and Michael D. Shear,321
Daniel Nussbaum,1071
informationclearinghouse.info,4659
Breitbart TV,699
"Thomas D. Williams, Ph.D.",4270
Terresa Monroe-Hamilton,4211
Luke Stranahan,2680
Philip Giraldi,3560
Daniel McAdams,1069
noreply@blogger.com (Der Postillon),4732
"Matt Apuzzo, Michael S. Schmidt and Adam Goldman",2864
Bruce Thornton,735
Margot Sanger-Katz,2774
Rebecca R. Ruiz and Victor Mather,3671
noreply@blogger.com (Alexander Light),4731
Joel B. Pollak,2117
Joel B. Pollak,2117
Tatiana Covington,4197
Eddy Lavine,1292
Christopher Mele and Ben Shpigel,925
Tom Ciccotta,4332
Simon Kent,4032
Ben Kew,588
Roslyn Sulcas,3865
Chris Stein and Dionne Searcey,893
Sam Roberts,3917
Dave Hodges,1105
Frank Face,1510
Kim Petersen,2485
Trip Gabriel,4357
Rod Nordland,3829
Mark Landler and Peter Baker,2804
noreply@blogger.com (Alexander Light),4731
Joel Wickwire,2120
Breitbart Jerusalem,694
Penny Starr,3514
David Waldstein,1169
Donald G. McNeil Jr.,1247
Ann Coulter,395
Howard Portnoy,1732
Grant Stern,1634
Charlie Nash,852
Dennis Overbye,1205
Alisha Rich,257
Mike McPhate,3142
Finian Cunningham,1488
Tim Arango,4294
Eddy Lavine,1292
Neil MacFarquhar,3263
malterwitty,4705
Sharon LaFraniere and Mitch Smith,4005
Eddy Lavine,1292
Starkman,4086
Neil Irwin,3261
South Front,4066
Diaa Hadid,1219
EdJenner,1291
Dr. Susan Berry,1271
Jacob G. Hornberger,1869
Kaitlyn Stegall,2363
Activist Post,103
Ben Kew,588
Neal E. Boudette and John Markoff,3255
Lance Schuttler,2542
EdJenner,1291
Neil Irwin,3261
Gina Kolata,1595
Edmondo Burr,1295
Joel B. Pollak,2117
AP,81
Iron Sheik,1793
Pam Key,3424
Amie Tsang,307
"Dennis Overbye, Kenneth Chang, Nicholas St. Fleur and Denise Grady",1207
Hesh Goldstein,1708
Natalie Dickinson,3230
Merrill Hope,2954
"Anastasia Stepanova, special to RBTH",346
Jerome Hudson,2031
Snowblind,4052
"Marc Santora, Rukmini Callimachi and Adam Goldman",2757
Charlie Spiering,861
Daniel J. Flynn,1064
David E. Sanger and Nicole Perlroth,1128
Jack Healy,1847
Joseph Berger,2255
Alissa J. Rubin,267
Sausage Machine,3947
Karl Denninger,2393
Pete Wells,3519
Eli Rosenberg,1313
Margaret Lyons,2770
Lindsay Crouse,2623
Charlie Savage,854
RT Ã�Â½Ã�Â° Ã‘â‚¬Ã‘Æ’Ã‘ï¿½Ã‘ï¿½Ã�ÂºÃ�Â¾Ã�Â¼,3616
Cliff Kincaid,950
Paul Blake,3483
Warner Todd Huston,4459
TFPP Writer,4179
shorty,4781
Warner Todd Huston,4459
Geoffrey Grider,1571
No Author,3369
Eric Lipton and Julie Creswell,1414
Jon Caramanica,2186
Margot Sanger-Katz,2774
Pam Key,3424
Neil Munro,3267
Didi Kirsten Tatlow,1223
Matthew Boyle,2891
Pam Key,3424
Mac Slavo,2697
stevew,4796
Rowan Wolf,3867
Jenna Leigh Richardson,1992
The Doc,4229
Phillip J Watt,3561
Daniel Greenfield,1062
Gaia Pianigiani,1532
Neil Munro,3267
Colm Williamson,966
noreply@blogger.com (Der Postillon),4732
Dikran Arakelian (noreply@blogger.com),1224
Tara Siegel Bernard,4195
Wilmot Proviso,4507
Marc Tracy,2759
Yves Smith,4533
J. David Goodman and Susanne Craig,1824
"Thomas D. Williams, Ph.D.",4270
Ian Mason,1766
Robert J. Marlow,3805
admin,4553
Jennifer Steinhauer,2003
Daniel Barker,1060
Brooks Barnes and Cara Buckley,730
Mike McPhate,3142
Anna LeMind,404
Frances Martel,1499
Kit Eaton,2504
Fernanda Santos,1480
Pakalert,3418
Adam Liptak,118
Hrafnkell Haraldsson,1734
Dom the Conservative,1243
Mac Slavo,2697
Chad Bray,834
Michael M. Grynbaum,3043
Kyle Becker,2528
Anonymous Coward (UID 72417024),458
Amanda Shea,299
Becky Akers,572
Virginia Hale,4431
Manlio Dinucci,2738
Jerome Hudson,2031
The Saker,4251
Michael Paulson,3054
Matthew Boyle,2891
Aaron Klein,90
Max Fisher,2923
John Hayward,2143
BareNakedIslam,555
Sarah D.,3933
IWB,1751
Ian Hanchett,1759
Bob Price,665
Patrick Healy and Jeremy W. Peters,3460
Truth Broadcast Network,4368
Kate Zernike,2403
admin,4553
Brian Sonenstein,715
Prissy Holly,3587
Saker-Admin,3907
Glenn Thrush and Maggie Haberman,1608
Planet Free Will,3570
Charlie Spiering,861
"RBTH, Ekaterina Gorlitsyna",3606
Jim Yardley and Gaia Pianigiani,2073
Adam Liptak,118
Mike Rivero,3145
Robert Pear,3811
Peter Baker and Ron Nixon,3532
Declan Walsh,1189
Paul Craig Roberts,3484
Maggie Haberman and Ashley Parker,2705
AWR Hawkins,84
Philip Giraldi,3560
Christy Lee Parker,934
Andrew Anglin,361
Binyamin Appelbaum,648
Robin D.G. Kelley,3825
Pam Key,3424
Daniel J. Flynn,1064
Deborah Danan,1186
Jason Horowitz,1953
Letsbereal,2603
James DeVinne,1892
The New York Times,4243
Justen Charters,2339
Ariana,497
Amy Moreno,334
Reed Abelson and Margot Sanger-Katz,3684
Yves Smith,4533
Julius Hubris,2338
Fred Reed,1521
Kirk Semple and Paulina Villegas,2502
Pam Key,3424
Pam Key,3424
Dr. Susan Berry,1271
Katherine Rodriguez,2412
Isabel Kershner,1798
Prudence Hill,3594
Madeline,2699
Michelle Moons,3115
Poke Staff,3573
Roslyn Sulcas,3865
Virginia Hale,4431
Peter S. Goodman,3548
REALdeal,3608
Olivia Gagan,3399
Warner Todd Huston,4459
Andrew Jacobs,369
Neil Irwin,3261
Mike McPhate,3142
Lauren Schenkman,2567
John Koblin,2150
Ben Brantley,576
Alan Rappeport,176
Elelei Guhring,1312
Chad Bray,834
Carmen Di Luccio,798
Finian Cunningham,1488
Cecilia Kang,823
"Benjamin Mueller, Emily Palmer and Al Baker",612
Michael Cooper and David Gelles,2977
Richard Edmondson,3719
Roosh Valizadeh,3859
Alex Ansary,200
"Lela Moore, Michelle Baruchman and Sona Patel",2587
Pam Key,3424
"Helene Cooper, Eric Schmitt and Michael R. Gordon",1693
Ian Hanchett,1759
Iron Sheik,1793
Richard Fausset and Somini Sengupta,3724
Laura M. Holson,2561
Rebecca R. Ruiz,3669
WashingtonsBlog,4462
The New York Times,4243
Andrew Jacobs,369
Glenn47,1611
Katie McHugh,2423
The European Union Times,4232
Katie Rogers,2425
Sarah Nicole Prickett and Jody Rosen,3940
Carol Adl,799
Breitbart Jerusalem,694
Frances Martel,1499
Amy Moreno,334
Christopher Mele,923
Andrew Jacobs,369
TomÃƒÂ¡s Fuentes,4343
Jack Healy,1847
PatriotRising,3481
Amy Moreno,334
Sheryl Gay Stolberg and Eric Lichtblau,4020
Dave Hodges,1105
Norm Bimstein (UID 71489130),3385
Michelle Oxman,3116
Kit O'Connell,2506
Robert Fisk,3796
Chanda Chisala,835
theantediluvian,4807
Jason Ditz,1947
Breitbart Jerusalem,694
Dr. Susan Berry,1271
Robert J. Marlow,3805
Ian Hanchett,1759
Drew Stratton,1274
Adelle Nazarian,141
Dean James,1181
Michael J. de la Merced and Chad Bray,3032
Bob Price,665
Elizabeth Yuko,1340
HangTheBankers.com,1662
Jane Perlez,1936
Daniel Greenfield,1062
"Maggie Haberman, Jennifer Steinhauer and Charlie Savage",2720
Anonymous Coward (UID 46844538),440
Peter Baker,3520
WakingTimes,4448
King World News,2497
Jason Horowitz,1953
Jeremy W. Peters,2024
Andrew Higgins,366
VNN,4398
Alexander Burns,219
Lucas Nolan,2672
Victor Smith,4416
Paul Gottinger,3488
Wilmot Proviso,4507
Daniel Nussbaum,1071
Jeremy Egner,2022
Doc FarmerÃ¢Å“â€œÃ¡Âµâ€ºÃ¡Âµâ€°ÃŠÂ³Ã¡Â¶Â¦Ã¡Â¶Â Ã¡Â¶Â¦Ã¡Âµâ€°Ã¡ÂµË† Ã¡ÂµË†Ã¡Âµâ€°Ã¡Âµâ€“Ã‹Â¡Ã¡Âµâ€™ÃŠÂ³Ã¡ÂµÆ’Ã¡Âµâ€¡Ã‹Â¡Ã¡Âµâ€°,1236
Karen Zraick and Sandra Stevenson,2389
Christine Hauser,906
Katie McHugh,2423
Laird Hunt,2537
Niraj Chokshi,3362
AlexeÃƒÂ¯ Mosko,248
Sean Moran,3976
Mike Isaac,3133
James Kanter,1902
"Patrick Healy, Maggie Haberman and Jonathan Martin",3467
Lisa W. Foderaro,2636
Guillaume Durocher,1653
Jeff Poor,1979
AWR Hawkins,84
11 Things To Let Go Of Before The New Year Ã¢â‚¬â€œ Motivate3.com,50
Daniel E. Slotnik,1061
Breitbart News,696
Jim Rutenberg,2066
King World News,2497
Andrew Ross Sorkin,381
Adam Nagourney and Sharon Otterman,131
Allison Vincent,284
Sean Moran,3976
Pam Key,3424
Carlotta Gall and Lilia Blaise,796
informationclearinghouse.info,4659
Jane E. Brody,1933
Jason Ditz,1947
Andrea Kannapell and Leslie Dela Vega,355
Dylan Gwinn,1282
Dr. Susan Berry,1271
Peter Baker,3520
Tom Ciccotta,4332
Jerome Hudson,2031
Jane Perlez,1936
Henry Fountain,1699
Rachele Marmetti,3632
Barry Meier and Abby Goodnough,559
Hrafnkell Haraldsson,1734
Kate Kelly,2400
James P. Pinkerton,1909
Sean Adl-Tabatabai,3971
Adelle Nazarian,141
Bob Price,665
lloyd Lisco,4693
Raphael Minder,3654
Dan Bilefsky and Henrik Pryser Libell,1041
Howard Portnoy,1732
Rachel Donadio,3624
Henry Wolff,1704
Neil W. McCabe,3268
Madeline,2699
Dikran Arakelian (noreply@blogger.com),1224
Ron Nixon,3845
Peter Van Buren,3551
stevew,4796
Sam Sifton,3918
Jonathan Brooks,2208
Francis Carr Begbie,1507
Amanda Hess,295
Pakalert,3418
James Wagner,1922
Dave Itzkoff,1107
Virginia Hale,4431
Michael Wilson,3101
J.E. Dyer,1827
Ashley Parker,506
Richard Severo and William McDonald,3758
Joel B. Pollak,2117
AWR Hawkins,84
Zaphod58,4543
Flying Table-fan,1494
Margaux Laskey,2773
b,4568
-NO AUTHOR-,42
Joe Martino,2109
VNN,4398
Infowars.com,1786
Michael Patrick Leahy,3053
John Koblin,2150
Dave Hodges,1105
Maggie Haberman,2702
Dikran Arakelian (noreply@blogger.com),1224
Motoko Rich and Gardiner Harris,3201
Pam Key,3424
Lucas Nolan,2672
George Orwell,1577
Daniel Nussbaum,1071
Contributing Author,983
hqanon,4652
Jim Davis,2060
Roger Stone,3839
Shepard Ambellas,4014
John Markoff and Matthew Rosenberg,2160
Nicholas Confessore and Nate Cohn,3297
Daily Bell Staff,1017
Inessa S (noreply@blogger.com),1783
The Associated Press,4224
Neil Genzlinger,3258
AWR Hawkins,84
King World News,2497
Alan Blinder,158
Gillian,1594
Pakalert,3418
Ezra Dulis,1461
Edwin Mora,1302
Sarah D.,3933
Graham Bowley,1628
Ben Brantley,576
Squudge,4071
Rajie Kabli,3641
Trent Baker,4355
The Conservative Millennial,4227
Bob Adelmann,658
Bob Price,665
Dave Hodges,1105
Trent Baker,4355
"Michael Barbaro, Alex Burns, Maggie Haberman and Kirk Semple",2967
Christine Hauser,906
John Hayward,2143
Geoffrey Grider,1571
Bob Price,665
Katie Rogers,2425
Amanda Froelich,293
Ryan Banister,3885
Daniel E. Slotnik,1061
Breitbart News,696
shorty,4781
TASS,4178
Alex Newman,210
Dan Heyman,1046
Zeiger,4544
"Thomas D. Williams, Ph.D.",4270
Author,531
Chris Wilson,895
noreply@blogger.com (Der Postillon),4732
Maggie Haberman,2702
Sausage Machine,3947
Dr. Victor Marchione,1272
CharlieSeattle,862
Warner Todd Huston,4459
Yves Smith,4533
Michael Greger M.D. FACLM,3029
King World News,2497
Jason Ditz,1947
Henry Wolff,1704
Andrea Kannapell and Sandra Stevenson,357
Ben Hubbard,578
Emily Palmer,1362
James Poniewozik,1911
The Mind Unleashed,4240
Eric Schmitt,1432
John Binder,2122
Patrick Healy and Thomas Kaplan,3464
me777,4712
Michael D. Shear,2984
Liam Deacon,2605
Quoctrung Bui,3601
Rod Nordland,3829
Robert Rich,3819
Charles McDermid,845
John Hayward,2143
Arnold Monteverde (noreply@blogger.com),503
Julius Hubris,2338
noreply@blogger.com (Alexander Light),4731
Michael S. Steele,3084
Don Wrightman,1246
tokyowashi (noreply@blogger.com),4816
Crystal Martin,1004
Charlie Spiering,861
Glen Ford,1603
Sewell Chan,3992
Lee Stranahan,2578
RT Ã�Â½Ã�Â° Ã‘â‚¬Ã‘Æ’Ã‘ï¿½Ã‘ï¿½Ã�ÂºÃ�Â¾Ã�Â¼,3616
Mitch Smith,3166
Ismail Khan,1806
Bob Price,665
Michelle Innis,3112
Jacey Fortin,1836
Daniel J. Flynn,1064
King World News,2497
Julie Turkewitz,2333
Mark Landler and Jane Perlez,2797
Alan Blinder,158
Jameson Parker,1924
Brooks Barnes,728
Harry Hibbs,1675
Breitbart News,696
Michael Patrick Leahy,3053
shorty,4781
Monica Davey and Richard PÃƒÂ©rez-PeÃƒÂ±a,3191
Andrew Jacobs,369
Sean Adl-Tabatabai,3971
Peter S. Goodman,3548
Jane E. Brody,1933
craazyboy,4602
Mona Salama,3186
Jameson Parker,1924
Paul Craig Roberts,3484
Charlie Savage and Scott Shane,858
Emily Palmer,1362
Pam Key,3424
Dr. Patrick Slattery,1267
Michiko Kakutani,3119
Dionne Searcey and Jaime Yaya Barry,1230
John Metta,2161
Donald G. McNeil Jr.,1247
BareNakedIslam,555
Tom Cahill,4330
Les Visible,2593
Joe Catron,2101
EdJenner,1291
Jonathan Martin and Michael Wines,2230
noreply@blogger.com (Der Postillon),4732
Alissa J. Rubin,267
Kirk Semple and Elisabeth Malkin,2501
"David Gutierrez, staff writer",1142
Steve Watson,4122
Eric Lipton,1405
Xavi Puig,4514
"Thomas D. Williams, Ph.D.",4270
Andrew Bradford,362
Zahra Nader and Rod Nordland,4541
Nick Corasaniti,3318
Joel B. Pollak,2117
Lana Shadwick,2541
Contributing Author,983
noreply@blogger.com (Alexander Light),4731
Charlie Nash,852
Daniel Nussbaum,1071
Jane L. Levere,1934
Carlotta Gall,795
Anonymous Coward (UID 73266834),466
Anne Barnard,408
Joe Martino,2109
Kirk Semple,2500
Mujib Mashal and Taimoor Shah,3208
Michael M. Grynbaum and John Koblin,3047
Yves Smith,4533
Steve Sailer,4121
Isabel Kershner,1798
